mcc,mcc_description,mcc_segment,mcc_segment_description
3740,TOWNPLACE SUITES,13,Hotels and Motels
3523,PENNSULA HOTEL,13,Hotels and Motels
3638,HO JO INN,13,Hotels and Motels
3659,TAJ HOTELS INTERNATIONAL,13,Hotels and Motels
3666,STAKIS HOTELS,13,Hotels and Motels
3688,COMPRI HOTELS,13,Hotels and Motels
3692,DOUBLETREE HOTELS,13,Hotels and Motels
3695,EMBASSY SUITES,13,Hotels and Motels
3681,ADAMS MARK HOTELS,13,Hotels and Motels
3673,IBUSZ HOTELS,13,Hotels and Motels
3519,PULLMAN INTERNATIONAL HOTELS,13,Hotels and Motels
3531,ASTIR HOTELS,13,Hotels and Motels
3532,SUN ROUTE HOTELS,13,Hotels and Motels
3586,SOKOS HOTELS,13,Hotels and Motels
3623,DORINT HOTELS,13,Hotels and Motels
3656,SARA HOTELS,13,Hotels and Motels
3688,COMPRI HOTELS,13,Hotels and Motels
3698,HARLEY HOTELS,13,Hotels and Motels
3713,QUALITY PACIFIC HOTEL,13,Hotels and Motels
3731,HARRAH’S HOTELS AND CASINOS,13,Hotels and Motels
3506,GOLDEN TULIP HOTELS,13,Hotels and Motels
3518,SOL HOTELS,13,Hotels and Motels
3612,MOVENPICK HOTELS,13,Hotels and Motels
3697,FARFIELD HOTELS,13,Hotels and Motels
3734,HARVEY/BRISTOL HOTELS,13,Hotels and Motels
3530,STOUFFER HOTELS,13,Hotels and Motels
3549,AUBERGE DES GOVERNEURS,13,Hotels and Motels
3572,MIYAKO HOTELS,13,Hotels and Motels
3573,SANDMAN HOTELS,13,Hotels and Motels
3665,HAMPTON INNS,13,Hotels and Motels
3686,SUISSE CHALETS,13,Hotels and Motels
3678,CUMULUS HOTELS,13,Hotels and Motels
3691,DILLION INNS,13,Hotels and Motels
3710,THE RITZ CARLTON HOTELS,13,Hotels and Motels
3517,AMERICANA HOTELS,13,Hotels and Motels
3563,JOURNEY’S END MOTLS,13,Hotels and Motels
3570,FORUM HOTELS,13,Hotels and Motels
3595,HOSPITALITY INTERNATIONAL,13,Hotels and Motels
3650,RED ROOK INNS,13,Hotels and Motels
3704,ROYCE HOTELS,13,Hotels and Motels
3712,GOLDEN CHAIN HOTEL,13,Hotels and Motels
3730,MGM GRAND HOTEL,13,Hotels and Motels
3729,JOHN ASCUAGA’S NUGGET,13,Hotels and Motels
3733,BOCA RATON RESORT,13,Hotels and Motels
3749,THE BEVERLY HILLS HOTEL,13,Hotels and Motels
3504,HILTON HOTELS,13,Hotels and Motels
3553,PARK INNS INTERNATIONAL,13,Hotels and Motels
3657,OBEROI HOTELS,13,Hotels and Motels
3694,ECONOMY INNS OF AMERICA,13,Hotels and Motels
3701,GUEST QUARTERS (Formally PICKETT SUITE HOTELS),13,Hotels and Motels
3695,EMBASSY SUITES,13,Hotels and Motels
3724,INER NOR HOTELS,13,Hotels and Motels
3742,CLUB MED,13,Hotels and Motels
3525,DUNFEY HOTELS,13,Hotels and Motels
3598,REGENT INTERNATIONAL HOTELS,13,Hotels and Motels
3615,TRAVELODGE,13,Hotels and Motels
3642,NOVOTEL HOTELS,13,Hotels and Motels
3690,COURTYARD BY MARRIOTT,13,Hotels and Motels
3544,CIGA HOTELS,13,Hotels and Motels
3633,RANK HOTELS,13,Hotels and Motels
3670,ARCARD HOTELS,13,Hotels and Motels
3674,RANTASIPI HOTELS,13,Hotels and Motels
3684,BUDGET HOST INNS,13,Hotels and Motels
3660,KNIGHTS INNS,13,Hotels and Motels
3693,DRURY INNS,13,Hotels and Motels
3751,HOMEWOOD SUITES,13,Hotels and Motels
3754,AMELIA ISLAND PLANATION,13,Hotels and Motels
3728,BALLY’S HOTEL AND CASINO,13,Hotels and Motels
3587,DORAL HOTELS,13,Hotels and Motels
3629,DAN HOTELS,13,Hotels and Motels
3689,CONSORT HOTELS,13,Hotels and Motels
3700,MOTEL 6,13,Hotels and Motels
3716,CARLTON HOTELS,13,Hotels and Motels
3682,ALLSTAR INNS,13,Hotels and Motels
3674,RANTASIPI HOTELS,13,Hotels and Motels
3755,THE HOMESTEAD,13,Hotels and Motels
3738,TROPICANA RESORT AND CASINO,13,Hotels and Motels
3501,HOLIDAY INNS,13,Hotels and Motels
3591,SONESTA HOTELS,13,Hotels and Motels
3599,PANNONIA HOTELS,13,Hotels and Motels
3658,OTANI HOTELS,13,Hotels and Motels
3691,DILLION INNS,13,Hotels and Motels
3717,CITY LODGE HOTELS,13,Hotels and Motels
3678,CUMULUS HOTELS,13,Hotels and Motels
3718,KAROS HOTELS,13,Hotels and Motels
3511,ARABELLA HOTELS,13,Hotels and Motels
3516,LA QUINTA MOTOR INNS,13,Hotels and Motels
3515,RODEWAY INNS,13,Hotels and Motels
3548,HOTELES MELIA,13,Hotels and Motels
3543,FOUR SEASONS HOTELS,13,Hotels and Motels
3562,COMFORT INNS,13,Hotels and Motels
3585,HUNGAR HOTELS,13,Hotels and Motels
3625,HOTLE UNIVERSALE,13,Hotels and Motels
3687,CLARION HOTELS,13,Hotels and Motels
3690,COURTYARD BY MARRIOTT,13,Hotels and Motels
3689,CONSORT HOTELS,13,Hotels and Motels
3721,HILTON CONRAD,13,Hotels and Motels
3748,WELESLEY INNS,13,Hotels and Motels
3505,FORTE HOTELS,13,Hotels and Motels
3512,INTER-CONTINENTAL HOTELS,13,Hotels and Motels
3588,HELMSLEY HOTELS,13,Hotels and Motels
3647,HUSA HOTELS,13,Hotels and Motels
3651,IMPERIAL LONDON HOTEL,13,Hotels and Motels
3656,SARA HOTELS,13,Hotels and Motels
3699,MIDWAY MOTOR LODGE,13,Hotels and Motels
3665,HAMPTON INNS,13,Hotels and Motels
3521,CREST HOTELS (see FORTE HOTELS),13,Hotels and Motels
3524,WELCOMGROUP HOTELS,13,Hotels and Motels
3520,MERIDIEN HOTELS,13,Hotels and Motels
3538,CONCORDE HOTELS,13,Hotels and Motels
3568,LADBROKE HOTELS,13,Hotels and Motels
3679,DANUBIUS HOTEL,13,Hotels and Motels
3743,BILTMORE HOTEL AND SUITES,13,Hotels and Motels
3579,HOTEL MERCURE,13,Hotels and Motels
3641,SOFITEL HOTELS,13,Hotels and Motels
3634,SWISSOTEL,13,Hotels and Motels
3636,SAROVA HOTELS,13,Hotels and Motels
3663,HOTELES EL PRESIDENTS,13,Hotels and Motels
3501,HOLIDAY INN EXPRESS,13,Hotels and Motels
3664,FLAG INN,13,Hotels and Motels
3663,HOTELES EL PRESIDENTS,13,Hotels and Motels
3753,GREENBRIAH RESORTS,13,Hotels and Motels
3744,CAREFREE RESORTS,13,Hotels and Motels
3535,HILTON INTERNATIONAL,13,Hotels and Motels
3652,EMBASSY HOTELS,13,Hotels and Motels
3698,HARLEY HOTELS,13,Hotels and Motels
3703,RESIDENCE INNS,13,Hotels and Motels
3671,ARCTIA HOTELS,13,Hotels and Motels
3752,PEABODY HOTELS,13,Hotels and Motels
3706,SHILO INNS,13,Hotels and Motels
3731,HARRAH’S HOTELS AND CASINOS,13,Hotels and Motels
3751,HOMEWOOD SUITES,13,Hotels and Motels
3745,ST. REGIS HOTEL,13,Hotels and Motels
3756,SOUTH SEAS RESORTS,13,Hotels and Motels
3750,CROWNE PLAZA HOTELS,13,Hotels and Motels
3748,WELESLEY INNS,13,Hotels and Motels
3747,CLUBCORP/CLUB RESORTS,13,Hotels and Motels
3705,SANDMAN INNS,13,Hotels and Motels
3730,MGM GRAND HOTEL,13,Hotels and Motels
3740,TOWNPLACE SUITES,13,Hotels and Motels
3754,AMELIA ISLAND PLANATION,13,Hotels and Motels
3713,QUALITY PACIFIC HOTEL,13,Hotels and Motels
3704,ROYCE HOTELS,13,Hotels and Motels
3709,SUPER8 MOTELS,13,Hotels and Motels
3755,THE HOMESTEAD,13,Hotels and Motels
3714,FOUR SEASONS HOTEL (AUSTRALIA),13,Hotels and Motels
3727,BROADMOOR HOTEL,13,Hotels and Motels
3726,RIO SUITES,13,Hotels and Motels
3737,RIVIERA HOTEL AND CASINO,13,Hotels and Motels
3736,COLORADO BELLE/EDGEWATER RESORT,13,Hotels and Motels
3835,MASTERS ECONOMY INNS,13,Hotels and Motels
3717,CITY LODGE HOTELS,13,Hotels and Motels
3752,PEABODY HOTELS,13,Hotels and Motels
3724,INER NOR HOTELS,13,Hotels and Motels
3721,HILTON CONRAD,13,Hotels and Motels
3718,KAROS HOTELS,13,Hotels and Motels
3720,SOUTHERN SUN HOTELS,13,Hotels and Motels
3738,TROPICANA RESORT AND CASINO,13,Hotels and Motels
3741,MILLENIUM BROADWAY HOTEL,13,Hotels and Motels
3734,HARVEY/BRISTOL HOTELS,13,Hotels and Motels
3719,PROTEA HOTELS,13,Hotels and Motels
3715,FARIFIELD INN,13,Hotels and Motels
3712,GOLDEN CHAIN HOTEL,13,Hotels and Motels
3739,WOODSIDE HOTELS AND RESORTS,13,Hotels and Motels
3753,GREENBRIAH RESORTS,13,Hotels and Motels
3733,BOCA RATON RESORT,13,Hotels and Motels
3729,JOHN ASCUAGA’S NUGGET,13,Hotels and Motels
3743,BILTMORE HOTEL AND SUITES,13,Hotels and Motels
3742,CLUB MED,13,Hotels and Motels
3744,CAREFREE RESORTS,13,Hotels and Motels
3732,OPRYLAND HOTEL,13,Hotels and Motels
3749,THE BEVERLY HILLS HOTEL,13,Hotels and Motels
3723,RICA HOTELS,13,Hotels and Motels
3711,FLAG INNS (AUSRALIA),13,Hotels and Motels
3703,RESIDENCE INNS,13,Hotels and Motels
3725,SEAINES PLANATION,13,Hotels and Motels
3707,SHONEY’S INNS,13,Hotels and Motels
3728,BALLY’S HOTEL AND CASINO,13,Hotels and Motels
3710,THE RITZ CARLTON HOTELS,13,Hotels and Motels
3746,THE ELIOT HOTEL,13,Hotels and Motels
3722,WYNDHAM HOTEL AND RESORTS,13,Hotels and Motels
3716,CARLTON HOTELS,13,Hotels and Motels
7011,"Lodging Hotels, Motels, and Resorts",13,Hotels and Motels
3501,HOLIDAY INNS,13,Hotels and Motels
3510,DAYS INN,13,Hotels and Motels
3508,QUALITY INNS,13,Hotels and Motels
3511,ARABELLA HOTELS,13,Hotels and Motels
3524,WELCOMGROUP HOTELS,13,Hotels and Motels
3530,RENAISSANCE HOTELS,13,Hotels and Motels
3531,ASTIR HOTELS,13,Hotels and Motels
3534,SOUTHERN PACIFIC HOTELS,13,Hotels and Motels
3523,PENNSULA HOTEL,13,Hotels and Motels
3533,HOTEL IBIS,13,Hotels and Motels
3528,RED LION INNS,13,Hotels and Motels
3550,REGAL 8 INNS,13,Hotels and Motels
3537,ANA HOTEL,13,Hotels and Motels
3584,PRINCESS HOTELS INTERNATIONAL,13,Hotels and Motels
3575,VAGABOND HOTELS,13,Hotels and Motels
3570,FORUM HOTELS,13,Hotels and Motels
3573,SANDMAN HOTELS,13,Hotels and Motels
3592,OMNI HOTELS,13,Hotels and Motels
3629,DAN HOTELS,13,Hotels and Motels
3637,RAMADA INNS,13,Hotels and Motels
3636,SAROVA HOTELS,13,Hotels and Motels
3650,RED ROOK INNS,13,Hotels and Motels
3653,PENTA HOTELS,13,Hotels and Motels
3648,DE VERE HOTELS,13,Hotels and Motels
3652,EMBASSY HOTELS,13,Hotels and Motels
3519,PULLMAN INTERNATIONAL HOTELS,13,Hotels and Motels
3535,HILTON INTERNATIONAL,13,Hotels and Motels
3545,SHANGRI-LA INTERNATIONAL,13,Hotels and Motels
3509,MARRIOTT HOTELS,13,Hotels and Motels
3520,MERIDIEN HOTELS,13,Hotels and Motels
3558,JOLLY HOTELS,13,Hotels and Motels
3572,MIYAKO HOTELS,13,Hotels and Motels
3577,MANDARIN ORIENTAL HOTEL,13,Hotels and Motels
3587,DORAL HOTELS,13,Hotels and Motels
3568,LADBROKE HOTELS,13,Hotels and Motels
3586,SOKOS HOTELS,13,Hotels and Motels
3622,MERLIN HOTELS,13,Hotels and Motels
3633,RANK HOTELS,13,Hotels and Motels
3593,CUNARD HOTELS,13,Hotels and Motels
3637,RAMADA LIMITED,13,Hotels and Motels
3635,RESO HOTELS,13,Hotels and Motels
3640,HYATT HOTEL,13,Hotels and Motels
3508,QUALITY SUITES,13,Hotels and Motels
3620,TELFORD INTERNATIONAL,13,Hotels and Motels
3625,HOTLE UNIVERSALE,13,Hotels and Motels
3638,HO JO INN,13,Hotels and Motels
3512,INTER-CONTINENTAL HOTELS,13,Hotels and Motels
3518,SOL HOTELS,13,Hotels and Motels
3553,PARK INNS INTERNATIONAL,13,Hotels and Motels
3645,QUEENS MOAT HOUSES,13,Hotels and Motels
3655,SCANDIC HOTELS,13,Hotels and Motels
3502,BEST WESTERN HOTELS,13,Hotels and Motels
3516,LA QUINTA MOTOR INNS,13,Hotels and Motels
3515,RODEWAY INNS,13,Hotels and Motels
3522,TOKYO HOTEL,13,Hotels and Motels
3530,STOUFFER HOTELS,13,Hotels and Motels
3542,ROYAL HOTELS,13,Hotels and Motels
3552,COAST HOTELS,13,Hotels and Motels
3634,SWISSOTEL,13,Hotels and Motels
3646,SWALLOW HOTELS,13,Hotels and Motels
3643,STEIGENBERGER HOTELS,13,Hotels and Motels
3501,HOLIDAY INN EXPRESS,13,Hotels and Motels
3591,SONESTA HOTELS,13,Hotels and Motels
3612,MOVENPICK HOTELS,13,Hotels and Motels
3647,HUSA HOTELS,13,Hotels and Motels
3641,SOFITEL HOTELS,13,Hotels and Motels
3579,HOTEL MERCURE,13,Hotels and Motels
3585,HUNGAR HOTELS,13,Hotels and Motels
3649,RADISSON HOTELS,13,Hotels and Motels
3517,AMERICANA HOTELS,13,Hotels and Motels
3527,DOWNTOWNER-PASSPORT HOTEL,13,Hotels and Motels
3562,COMFORT INNS,13,Hotels and Motels
3603,NOAH’S HOTELS,13,Hotels and Motels
3505,FORTE HOTELS,13,Hotels and Motels
3536,AMFAC HOTELS,13,Hotels and Motels
3528,RED LION HOTELS,13,Hotels and Motels
3626,PRINCE HOTELS,13,Hotels and Motels
3549,AUBERGE DES GOVERNEURS,13,Hotels and Motels
3540,IBEROTEL HOTELS,13,Hotels and Motels
3563,JOURNEY’S END MOTLS,13,Hotels and Motels
3538,CONCORDE HOTELS,13,Hotels and Motels
3548,HOTELES MELIA,13,Hotels and Motels
3623,DORINT HOTELS,13,Hotels and Motels
3525,DUNFEY HOTELS,13,Hotels and Motels
3654,LOEWS HOTELS,13,Hotels and Motels
3507,FRIENDSHIP INNS,13,Hotels and Motels
3638,HOWARD JOHNSON,13,Hotels and Motels
3644,ECONO LODGES,13,Hotels and Motels
3506,GOLDEN TULIP HOTELS,13,Hotels and Motels
3599,PANNONIA HOTELS,13,Hotels and Motels
3503,SHERATON HOTELS,13,Hotels and Motels
3504,HILTON HOTELS,13,Hotels and Motels
3510,DAYSTOP,13,Hotels and Motels
3574,VENTURE INNS,13,Hotels and Motels
3651,IMPERIAL LONDON HOTEL,13,Hotels and Motels
3541,HOTEL OKURA,13,Hotels and Motels
3581,DELTA HOTEL,13,Hotels and Motels
3615,TRAVELODGE,13,Hotels and Motels
3529,CP HOTELS,13,Hotels and Motels
3588,HELMSLEY HOTELS,13,Hotels and Motels
3639,MOUNT CHARLOTTE THISTLE,13,Hotels and Motels
3595,HOSPITALITY INTERNATIONAL,13,Hotels and Motels
3598,REGENT INTERNATIONAL HOTELS,13,Hotels and Motels
3532,SUN ROUTE HOTELS,13,Hotels and Motels
3521,CREST HOTELS (see FORTE HOTELS),13,Hotels and Motels
3544,CIGA HOTELS,13,Hotels and Motels
3565,RELAX INNS,13,Hotels and Motels
3590,FAIRMONT HOTELS,13,Hotels and Motels
3642,NOVOTEL HOTELS,13,Hotels and Motels
3543,FOUR SEASONS HOTELS,13,Hotels and Motels
3513,WESTIN HOTELS,13,Hotels and Motels
3583,SAS HOTELS,13,Hotels and Motels
5968,Direct Marketing - Continuity/Subscription Merchants,14,Mail Phone Order
5965,Direct Marketing - Catalog and Retail Merchants (both),14,Mail Phone Order
5967,Direct Marketing - Inbound Telemarketing Merchants,14,Mail Phone Order
5960,Direct Marketing - Insurance Services,14,Mail Phone Order
5962,Telemarketing - Travel-Related Arrangement Services,14,Mail Phone Order
5966,Direct Marketing - Outbound Telemarketing Merchants,14,Mail Phone Order
5964,Direct Marketing - Catalog Merchants,14,Mail Phone Order
5969,Direct Marketing - Not Elsewhere Classified,14,Mail Phone Order
5963,Door-To-Door Sales,14,Mail Phone Order
5832,"Antique Shops – Sales, Repairs, and Restoration Services",15,Miscellaneous Stores
5961,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",15,Miscellaneous Stores
5961,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",15,Miscellaneous Stores
5832,"Antique Shops – Sales, Repairs, and Restoration Services",15,Miscellaneous Stores
5733,"Music Stores - Musical Instruments, Pianos, and Sheet Music",15,Miscellaneous Stores
5712,"Furniture, Home Furnishings and Equipment Stores, and Furniture Manufacturers (except Appliances)",15,Miscellaneous Stores
5718,"Fireplaces, Fireplace Screens and Accessories Stores",15,Miscellaneous Stores
5734,Computer Software Stores,15,Miscellaneous Stores
5932,"Antique Shops - Sales, Repairs, and Restoration Services",15,Miscellaneous Stores
5946,Camera and Photographic Supply Stores,15,Miscellaneous Stores
5931,Used Merchandise and Secondhand Stores,15,Miscellaneous Stores
5935,Wrecking and Salvage Yards,15,Miscellaneous Stores
5976,Orthopedic Goods and Prosthetic Devices,15,Miscellaneous Stores
5940,Bicycle Shops - Sales and Service,15,Miscellaneous Stores
5950,Glassware and Crystal Stores,15,Miscellaneous Stores
5971,Art Dealers and Galleries,15,Miscellaneous Stores
5937,Antique Reproduction Stores,15,Miscellaneous Stores
5941,Sporting Goods Stores,15,Miscellaneous Stores
5945,"Hobby, Toy, and Game Stores",15,Miscellaneous Stores
5947,"Gift, Card, Novelty, and Souvenir Stores",15,Miscellaneous Stores
5949,"Sewing, Needlework, Fabric, and Piece Goods Stores",15,Miscellaneous Stores
5998,Tent and Awning Stores,15,Miscellaneous Stores
5943,"Stationery, Office, and School Supply Stores",15,Miscellaneous Stores
5978,"Typewriter Stores - Sales, Service, and Rentals",15,Miscellaneous Stores
5975,"Hearing Aids Sales, Service and Supplies",15,Miscellaneous Stores
5948,Luggage and Leather Goods Stores,15,Miscellaneous Stores
5996,"Swimming Pools - Sales, Supplies, and Services",15,Miscellaneous Stores
5995,"Pet Shops, Pet Food and Supplies",15,Miscellaneous Stores
5993,Cigar Stores and Stands,15,Miscellaneous Stores
5722,Household Appliance Stores,15,Miscellaneous Stores
5714,"Drapery, Window Covering, and Upholstery Stores",15,Miscellaneous Stores
5719,Miscellaneous Home Furnishings Specialty Stores,15,Miscellaneous Stores
5912,Drug Stores and Pharmacies,15,Miscellaneous Stores
5735,Record Stores,15,Miscellaneous Stores
5942,Book Stores,15,Miscellaneous Stores
5972,Stamp and Coin Stores,15,Miscellaneous Stores
5977,Cosmetic Stores,15,Miscellaneous Stores
5994,News Dealers and Newsstands,15,Miscellaneous Stores
5997,Electric Razor Stores - Sales and Service,15,Miscellaneous Stores
5921,"Package Stores - Beer, Wine, and Liquor",15,Miscellaneous Stores
5973,Religious Goods Stores,15,Miscellaneous Stores
5992,Florists,15,Miscellaneous Stores
5713,Floor Covering Stores,15,Miscellaneous Stores
5999,Miscellaneous and Specialty Retail,15,Miscellaneous Stores
5970,Artist Supply and Craft Stores,15,Miscellaneous Stores
5732,Electronics Stores,15,Miscellaneous Stores
7221,Photographic Studios,16,Personal Services
7276,Tax Preparation Services,16,Personal Services
7216,Dry Cleaners,16,Personal Services
7296,"Clothing Rental - Costumes, Uniforms, and Formal Wear",16,Personal Services
7211,Laundry Services (Family and Commercial),16,Personal Services
7210,"Laundry, Cleaning and Garment Services",16,Personal Services
7298,Health and Beauty Spas,16,Personal Services
7299,Miscellaneous Personal Services - Not Elsewhere Classified,16,Personal Services
7217,Carpet and Upholstery Cleaning,16,Personal Services
7278,Buying and Shopping Services and Clubs,16,Personal Services
7251,"Shoe Repair Shops, Shoe Shine Parlors, and Hat Cleaning Shops",16,Personal Services
6381,"Insurance Premiums, (no longer valid for first presentment work)",17,Professional Services
6399,"Insurance, Not Elsewhere Classified ( no longer valid for first presentment work)",17,Professional Services
6381,"Insurance Premiums, (no longer valid for first presentment work)",17,Professional Services
6399,"Insurance, Not Elsewhere Classified ( no longer valid for first presentment work)",17,Professional Services
8041,Chiropractors,17,Professional Services
8071,Medical and Dental Laboratories,17,Professional Services
8911,"Architectural, Engineering, and Surveying Services",17,Professional Services
8351,Child Care Services,17,Professional Services
8050,Nursing and Personal Care Facilities,17,Professional Services
8734,Testing Laboratories - Non-Medical,17,Professional Services
6300,"Insurance Sales, Underwriting, and Premiums",17,Professional Services
8042,Optometrists and Ophthalmologists,17,Professional Services
8111,Legal Services and Attorneys,17,Professional Services
8099,Medical Services and Health Practitioners - Not Elsewhere Classified,17,Professional Services
8999,Professional Services - Not Elsewhere Classified,17,Professional Services
8021,Dentists and Orthodontists,17,Professional Services
8031,Osteopaths,17,Professional Services
8043,"Opticians, Optical Goods, and Eyeglasses",17,Professional Services
8049,Podiatrists and Chiropodists,17,Professional Services
8011,Doctors and Physicians - Not Elsewhere Classified,17,Professional Services
8931,"Accounting, Auditing, and Bookkeeping Services",17,Professional Services
8062,Hospitals,17,Professional Services
2791,"Typesetting, Platemaking, and Related Services",20,Publishing Services
2741,Miscellaneous Publishing and Printing Services,20,Publishing Services
7535,Automotive Paint Shops,21,Repair Services
7641,"Furniture - Re-Upholstery, Repair, and Refinishing",21,Repair Services
7538,Automotive Service Shops (Non-Dealer),21,Repair Services
7699,Miscellaneous Repair Shops and Related Services,21,Repair Services
7531,Automotive Body Repair Shops,21,Repair Services
7549,Towing Services,21,Repair Services
7623,Air Conditioning and Refrigeration Repair Shops,21,Repair Services
7542,Car Washes,21,Repair Services
7692,Welding Services,21,Repair Services
7622,Electronics Repair Shops,21,Repair Services
7534,Tire Re-Treading and Repair Shops,21,Repair Services
7629,Electrical and Small Appliance Repairs,21,Repair Services
7631,"Watch, Clock, and Jewelry Repair Shops",21,Repair Services
5814,Fast Food Restaurants,22,Restaurants
5813,"Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques",22,Restaurants
5811,Caterers,22,Restaurants
5812,"Eating Places, and Restaurants",22,Restaurants
5309,Duty Free Stores,23,Retail Stores
5310,Discount Stores,23,Retail Stores
5422,Freezer and Locker Meat Provisioners,23,Retail Stores
5451,Dairy Products Stores,23,Retail Stores
5411,Grocery Stores and Supermarkets,23,Retail Stores
5499,Miscellaneous Food Stores - Convenience Stores and Specialty Markets,23,Retail Stores
5211,Lumber and Building Materials Stores,23,Retail Stores
5399,Miscellaneous General Merchandise,23,Retail Stores
5331,Variety Stores,23,Retail Stores
5300,Wholesale Clubs,23,Retail Stores
5200,Home Supply Warehouse Stores,23,Retail Stores
5231,"Glass, Paint, and Wallpaper Stores",23,Retail Stores
5261,Lawn and Garden Supply Stores (including Nurseries),23,Retail Stores
5271,Mobile Home Dealers,23,Retail Stores
5251,Hardware Stores,23,Retail Stores
5441,"Candy, Nut, and Confectionery Stores",23,Retail Stores
5462,Bakeries,23,Retail Stores
6010,Financial Institutions - Manual Cash Disbursements,24,Service Providers
6012,Financial Institutions - Merchandise and Services,24,Service Providers
6051,"Non Financial Institutions - Foreign Currency, Money Orders, Scrip, and Travelers’ Checks (not Wire Transfers)",24,Service Providers
4829,Wire Transfers and Money Orders,24,Service Providers
6011,Financial Institutions - Automated Cash Disbursements,24,Service Providers
4812,Telecommunication Equipment and Telephone Sales,25,Telecom and Data Utilities
4816,Comp Network/Information Services,25,Telecom and Data Utilities
4815,Monthly Summary Telephone Charges,25,Telecom and Data Utilities
4814,"Telecommunications Services - Local and Long Distance Calls), Credit Card Calls, Calls Through use of Magnetic-Stripe-Reading",25,Telecom and Data Utilities
3427,AVON RENT-A-CAR,26,Transportation
3431,REPLACEMENT RENT-A-CAR,26,Transportation
3387,ALAMO RENT-A-CAR,26,Transportation
3381,EUROP CAR,26,Transportation
3396,TILDEN TENT-A-CAR,26,Transportation
3352,AMERICAN INTL RENT-A-CAR,26,Transportation
3370,RENT-A-WRECK,26,Transportation
3419,ALPHA RENT-A-CAR,26,Transportation
3390,DOLLAR RENT-A-CAR,26,Transportation
4723,Package Tour Operators (For use in Germany only),26,Transportation
3361,AIRWAYS RENT-A-CAR,26,Transportation
3394,KEMWELL GROUP RENT-A-CAR,26,Transportation
3439,MILLEVILLE RENT-A-CAR,26,Transportation
3435,VALUE RENT-A-CAR,26,Transportation
3433,UGLY DUCKLING RENT-A-CAR,26,Transportation
3414,GODFREY NATL RENT-A-CAR,26,Transportation
3409,GENERAL RENT-A-CAR,26,Transportation
3438,INTERENT RENT-A-CAR,26,Transportation
3437,CITE RENT-A-CAR,26,Transportation
3351,AFFILIATED AUTO RENTAL,26,Transportation
3362,ALTRA AUTO RENTAL,26,Transportation
3395,THRIFTY RENT-A-CAR,26,Transportation
3420,ANSA INTL RENT-A-CAR,26,Transportation
3412,A-1 RENT-A-CAR,26,Transportation
3429,INSURANCE RENT-A-CAR,26,Transportation
3436,AUTOHANSA RENT-A-CAR,26,Transportation
3368,HOLIDAY RENT-A-WRECK,26,Transportation
3366,BUDGET RENT-A-CAR,26,Transportation
3423,AVCAR RENT-A-CAR,26,Transportation
3400,AUTO HOST COST CAR RENTALS,26,Transportation
3421,ALLSTAE RENT-A-CAR,26,Transportation
3428,CAREY RENT-A-CAR,26,Transportation
3430,MAJOR RENT-A-CAR,26,Transportation
3385,TROPICAL RENT-A-CAR,26,Transportation
3391,EUROPE BY CAR,26,Transportation
3434,USA RENT-A-CAR,26,Transportation
3364,AGENCY RENT-A-CAR,26,Transportation
3389,AVIS RENT-A-CAR,26,Transportation
3359,PAYLESS CAR RENTAL,26,Transportation
3425,AUTOMATE RENT-A-CAR,26,Transportation
3393,NATIONAL CAR RENTAL,26,Transportation
3398,ECONO-CAR RENT-A-CAR,26,Transportation
3354,ACTION AUTO RENTAL,26,Transportation
3386,SHOWCASE RENTAL CARS,26,Transportation
3376,AJAX RENT-A-CAR,26,Transportation
3432,RESERVE RENT-A-CAR,26,Transportation
3360,SNAPPY CAR RENTAL,26,Transportation
3405,ENTERPRISE RENT-A-CAR,26,Transportation
3440,VIA ROUTE RENT-A-CAR,26,Transportation
3353,BROOKS RENT-A-CAR,26,Transportation
3357,HERTZ RENT-A-CAR,26,Transportation
4723,Package Tour Operators (For use in Germany only),26,Transportation
3359,PAYLESS CAR RENTAL,26,Transportation
3354,ACTION AUTO RENTAL,26,Transportation
3395,THRIFTY RENT-A-CAR,26,Transportation
3385,TROPICAL RENT-A-CAR,26,Transportation
3368,HOLIDAY RENT-A-WRECK,26,Transportation
3429,INSURANCE RENT-A-CAR,26,Transportation
3438,INTERENT RENT-A-CAR,26,Transportation
4582,"Airports, Flying Fields, and Airport Terminals",26,Transportation
3430,MAJOR RENT-A-CAR,26,Transportation
3425,AUTOMATE RENT-A-CAR,26,Transportation
3409,GENERAL RENT-A-CAR,26,Transportation
3439,MILLEVILLE RENT-A-CAR,26,Transportation
4468,"Marinas, Marine Service, and Supplies",26,Transportation
4111,Local and Suburban Commuter Passenger Transportation (including Ferries),26,Transportation
4215,"Courier Services - Air and Ground, and Freight Forwarders",26,Transportation
4214,"Motor Freight Carriers and Trucking - Local and Long Distance, Moving and Storage Companies, and Local Delivery",26,Transportation
3353,BROOKS RENT-A-CAR,26,Transportation
3357,HERTZ RENT-A-CAR,26,Transportation
3391,EUROPE BY CAR,26,Transportation
3427,AVON RENT-A-CAR,26,Transportation
3423,AVCAR RENT-A-CAR,26,Transportation
4011,Railroads,26,Transportation
3360,SNAPPY CAR RENTAL,26,Transportation
